Flag Tsunami,Year,Month,Day,Coordinates,Latitude,Longitude,EQ Primary,Country,State,Location name,Earthquake : Deaths,Earthquake : Deaths Description,Earthquake : Missing,Earthquake : Missing Description,Earthquake : Injuries,Earthquake : Injuries Description,Earthquake : Damage (in M$),Earthquake : Damage Description,Earthquakes : Houses destroyed,Earthquakes : Houses destroyed Description,Earthquakes : Houses damaged,Earthquakes : Houses damaged Description,Total Effects : Deaths,Total Effects : Deaths Description,Total Effects : Missing,Total Effects : Missing Description,Total Effects : Injuries,Total Effects : Injuries Description,Total Effects : Damages in million Dollars,Total Effects : Damage Description,Total Effects : Houses Destroyed,Total Effects : Houses Destroyed Description,Total Effects : Houses Damaged,Total Effects : Houses Damaged Description,Coordinates
Tsunami,2014,04,18,"17.397, -100.972",17.397,-100.972,7.2,MEXICO,,MEXICO:  GUERRERO; MEXICO CITY,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,127,Some (~51 to 100 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,127,Some (~51 to 100 houses),"17.397, -100.972"
Tsunami,2014,04,19,"-6.755, 155.024",-6.755,155.024,7.5,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON SEA,,,,,,,,,,,,,,,,,,,,,,,,,"-6.755, 155.024"
Tsunami,2014,06,23,"51.849, 178.735",51.849,178.735,7.9,USA,AK,ALASKA:  ALEUTIAN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"51.849, 178.735"
Tsunami,2014,10,09,"-32.108, -110.811",-32.108,-110.811,7,CHILE,,CHILE: EASTER ISLAND REGION,,,,,,,,,,,,,,,,,,,,,,,,,"-32.108, -110.811"
Tsunami,2014,10,14,"12.526, -88.123",12.526,-88.123,7.3,EL SALVADOR,,EL SALVADOR:  GULF OF FONSECA,1,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),5,Few (~1 to 50 houses),41,Few (~1 to 50 houses),1,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),5,Few (~1 to 50 houses),41,Few (~1 to 50 houses),"12.526, -88.123"
Tsunami,2014,11,15,"1.893, 126.522",1.893,126.522,7.1,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"1.893, 126.522"
Tsunami,2015,03,29,"-4.729, 152.562",-4.729,152.562,7.5,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,"-4.729, 152.562"
,2015,04,25,"28.231, 84.731",28.231,84.731,7.8,NEPAL,,NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH,8200,Very Many (~1001 or more deaths),366,Many (~101 to 1000 deaths),17866,Very Many (~1001 or more deaths),10000,EXTREME (~$25 million or more),299588,Very Many (~1001 or more houses),269107,Very Many (~1001 or more houses),8200,Very Many (~1001 or more deaths),366,Many (~101 to 1000 deaths),17866,Very Many (~1001 or more deaths),10000.000,EXTREME (~$25 million or more),299588,Very Many (~1001 or more houses),269107,Very Many (~1001 or more houses),"28.231, 84.731"
Tsunami,2015,05,05,"-5.462, 151.875",-5.462,151.875,7.5,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),"-5.462, 151.875"
,2015,05,12,"27.809, 86.066",27.809,86.066,7.3,NEPAL,,NEPAL:   DOLAKHA,117,Many (~101 to 1000 deaths),,,2800,Very Many (~1001 or more deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,117,Many (~101 to 1000 deaths),,,2800,Very Many (~1001 or more deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,"27.809, 86.066"
,2015,05,30,"27.839, 140.493",27.839,140.493,7.8,JAPAN,,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],,,,,12,Few (~1 to 50 deaths),,,,,,,,,,,12,Few (~1 to 50 deaths),,,,,,,"27.839, 140.493"
Tsunami,2015,07,18,"-10.401, 165.141",-10.401,165.141,7,SOLOMON ISLANDS,,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-10.401, 165.141"
,2015,07,27,"-2.629, 138.528",-2.629,138.528,7,INDONESIA,,INDONESIA:  PAPUA,1,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),1,Few (~1 to 50 houses),6,Few (~1 to 50 houses),1,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),1,Few (~1 to 50 houses),6,Few (~1 to 50 houses),"-2.629, 138.528"
Tsunami,2015,09,16,"-31.573, -71.674",-31.573,-71.674,8.3,CHILE,,CHILE:  CENTRAL,7,Few (~1 to 50 deaths),1,Few (~1 to 50 deaths),14,Few (~1 to 50 deaths),600,EXTREME (~$25 million or more),2305,Very Many (~1001 or more houses),10044,Very Many (~1001 or more houses),15,Few (~1 to 50 deaths),1,Few (~1 to 50 deaths),14,Few (~1 to 50 deaths),600.000,EXTREME (~$25 million or more),2305,Very Many (~1001 or more houses),10044,Very Many (~1001 or more houses),"-31.573, -71.674"
,2015,10,26,"36.524, 70.368",36.524,70.368,7.5,AFGHANISTAN,,AFGHANISTAN: HINDU KUSH,399,Many (~101 to 1000 deaths),,,1770,Very Many (~1001 or more deaths),109,EXTREME (~$25 million or more),29230,Very Many (~1001 or more houses),79893,Very Many (~1001 or more houses),399,Many (~101 to 1000 deaths),,,1770,Very Many (~1001 or more deaths),109.000,EXTREME (~$25 million or more),29230,Very Many (~1001 or more houses),79893,Very Many (~1001 or more houses),"36.524, 70.368"
,2015,11,24,"-10.07, -70.98",-10.07,-70.98,7.6,PERU,,PERU-BRAZIL,,,,,,,,,,,,,,,,,,,,,,,,,"-10.07, -70.98"
,2015,11,24,"-10.77, -71.41",-10.77,-71.41,7.6,PERU,,PERU-BRAZIL,,,,,,,,,,,,,,,,,,,,,,,,,"-10.77, -71.41"
,2015,12,07,"38.211, 72.78",38.211,72.78,7.2,TAJIKISTAN,,TAJIKISTAN,2,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),5,MODERATE (~$1 to $5 million),500,Many (~101 to 1000 houses),,Many (~101 to 1000 houses),2,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),5.000,MODERATE (~$1 to $5 million),500,Many (~101 to 1000 houses),,Many (~101 to 1000 houses),"38.211, 72.78"
,2016,01,24,"59.658, -153.452",59.658,-153.452,7.1,USA,AK,ALASKA:  KENAI,,,,,,,,LIMITED (roughly corresponding to less than $1 million),4,Few (~1 to 50 houses),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),4,Few (~1 to 50 houses),,,"59.658, -153.452"
Tsunami,2016,03,02,"-4.952, 94.33",-4.952,94.33,7.8,INDONESIA,,INDONESIA: SUMATRA:,,,,,,,,,,,,,,,,,,,,,,,,,"-4.952, 94.33"
,2016,04,15,"32.791, 130.754",32.791,130.754,7,JAPAN,,"JAPAN:  KUMAMOTO, OITA",50,Few (~1 to 50 deaths),,,1500,Very Many (~1001 or more deaths),20000,EXTREME (~$25 million or more),80000,Very Many (~1001 or more houses),,,50,Few (~1 to 50 deaths),,,1500,Very Many (~1001 or more deaths),20000.000,EXTREME (~$25 million or more),80000,Very Many (~1001 or more houses),,,"32.791, 130.754"
Tsunami,2016,04,16,"0.35, -80.16",0.35,-80.16,7.8,ECUADOR,,"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS",663,Many (~101 to 1000 deaths),9,Few (~1 to 50 deaths),6274,Very Many (~1001 or more deaths),3300,EXTREME (~$25 million or more),6998,Very Many (~1001 or more houses),29672,Very Many (~1001 or more houses),663,Many (~101 to 1000 deaths),9,Few (~1 to 50 deaths),6274,Very Many (~1001 or more deaths),3300.000,EXTREME (~$25 million or more),6998,Very Many (~1001 or more houses),29672,Very Many (~1001 or more houses),"0.35, -80.16"
Tsunami,2016,04,28,"-16.043, 167.379",-16.043,167.379,7,VANUATU,,VANUATU ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-16.043, 167.379"
,2016,07,29,"18.543, 145.507",18.543,145.507,7.7,USA TERRITORY,MP,NORTHERN MARIANA ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"18.543, 145.507"
Tsunami,2016,08,12,"-22.477, 173.117",-22.477,173.117,7.2,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-22.477, 173.117"
Tsunami,2016,08,19,"-55.285, -31.877",-55.285,-31.877,7.4,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,,SOUTH SANDWICH ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-55.285, -31.877"
Tsunami,2016,09,01,"-37.359, 179.146",-37.359,179.146,7,NEW ZEALAND,,NEW ZEALAND:  GISBORNE,,,,,,,,,,,,,,,,,,,,,,,,,"-37.359, 179.146"
Tsunami,2016,11,13,"-42.737, 173.054",-42.737,173.054,7.8,NEW ZEALAND,,NEW ZEALAND:  AMBERLEY,2,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,Few (~1 to 50 houses),2,Few (~1 to 50 deaths),,,,,3900.000,EXTREME (~$25 million or more),1,Few (~1 to 50 houses),,Few (~1 to 50 houses),"-42.737, 173.054"
Tsunami,2016,12,08,"-10.681, 161.327",-10.681,161.327,7.8,SOLOMON ISLANDS,,SOLOMON ISLANDS,1,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),191,Many (~101 to 1000 houses),126,Many (~101 to 1000 houses),1,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),191,Many (~101 to 1000 houses),126,Many (~101 to 1000 houses),"-10.681, 161.327"
Tsunami,2016,12,17,"-4.505, 153.522",-4.505,153.522,7.9,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,,,,,,,,,,,,,,,,,,,,,,,,,"-4.505, 153.522"
Tsunami,2016,12,25,"-43.517, -74.391",-43.517,-74.391,7.6,CHILE,,CHILE,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"-43.517, -74.391"
Tsunami,2017,01,22,"-6.246, 155.172",-6.246,155.172,7.9,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,3,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,Many (~101 to 1000 houses),,,3,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,Many (~101 to 1000 houses),,,"-6.246, 155.172"
Tsunami,2017,07,17,"54.443, 168.857",54.443,168.857,7.7,RUSSIA,,RUSSIA: BERING ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,"54.443, 168.857"
Tsunami,2017,09,08,"14.761, -94.103",14.761,-94.103,8.2,MEXICO,,"MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA",98,Some (~51 to 100 deaths),,,251,Many (~101 to 1000 deaths),4000,EXTREME (~$25 million or more),47468,Very Many (~1001 or more houses),94027,Very Many (~1001 or more houses),98,Some (~51 to 100 deaths),,,251,Many (~101 to 1000 deaths),4000.000,EXTREME (~$25 million or more),47468,Very Many (~1001 or more houses),94027,Very Many (~1001 or more houses),"14.761, -94.103"
,2017,09,19,"18.339, -98.68",18.339,-98.68,7.1,MEXICO,,"MEXICO: MEXICO CITY, MORELOS, PUEBLA",369,Many (~101 to 1000 deaths),,,6000,Very Many (~1001 or more deaths),8000,EXTREME (~$25 million or more),226,Many (~101 to 1000 houses),184000,Very Many (~1001 or more houses),369,Many (~101 to 1000 deaths),,,6000,Very Many (~1001 or more deaths),8000.000,EXTREME (~$25 million or more),226,Many (~101 to 1000 houses),184000,Very Many (~1001 or more houses),"18.339, -98.68"
,2017,11,12,"34.911, 45.959",34.911,45.959,7.3,IRAN,,IRAN: KERMANSHAH; IRAQ: KURDISTAN,630,Many (~101 to 1000 deaths),,,12900,Very Many (~1001 or more deaths),750,EXTREME (~$25 million or more),15500,Very Many (~1001 or more houses),14500,Very Many (~1001 or more houses),630,Many (~101 to 1000 deaths),,,12900,Very Many (~1001 or more deaths),750.000,EXTREME (~$25 million or more),15500,Very Many (~1001 or more houses),14500,Very Many (~1001 or more houses),"34.911, 45.959"
Tsunami,2017,11,19,"-21.325, 168.672",-21.325,168.672,7,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-21.325, 168.672"
Tsunami,2018,01,10,"17.474, -83.519",17.474,-83.519,7.5,HONDURAS,,HONDURAS,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,7,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,7,Few (~1 to 50 houses),"17.474, -83.519"
,2018,01,14,"-15.776, -74.744",-15.776,-74.744,7.1,PERU,,PERU: YAUCA,2,Few (~1 to 50 deaths),,,139,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),259,Many (~101 to 1000 houses),1577,Very Many (~1001 or more houses),2,Few (~1 to 50 deaths),,,139,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),259,Many (~101 to 1000 houses),1577,Very Many (~1001 or more houses),"-15.776, -74.744"
Tsunami,2018,01,23,"56.046, -149.073",56.046,-149.073,7.9,USA,AK,ALASKA:  KODIAK ISLAND,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"56.046, -149.073"
,2018,02,16,"16.646, -97.653",16.646,-97.653,7.2,MEXICO,,MEXICO:  OAXACA,13,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,1000,Many (~101 to 1000 houses),13,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,1000,Many (~101 to 1000 houses),"16.646, -97.653"
,2018,02,25,"-6.068, 142.768",-6.068,142.768,7.5,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA: S HIGHLANDS, HELA;  INDONESIA",145,Many (~101 to 1000 deaths),,,300,Many (~101 to 1000 deaths),290,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,Very Many (~1001 or more houses),145,Many (~101 to 1000 deaths),,,300,Many (~101 to 1000 deaths),290.000,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,Very Many (~1001 or more houses),"-6.068, 142.768"
Tsunami,2018,08,19,"-18.178, -178.111",-18.178,-178.111,8.2,FIJI,,FIJI ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-18.178, -178.111"
Tsunami,2018,08,21,"10.855, -62.883",10.855,-62.883,7.3,VENEZUELA,,VENEZUELA:  SUCRE; TRINIDAD,5,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,Many (~101 to 1000 houses),5,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,Many (~101 to 1000 houses),"10.855, -62.883"
Tsunami,2018,08,29,"-22.066, 170.05",-22.066,170.05,7.1,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-22.066, 170.05"
,2018,09,06,"-18.494, 179.332",-18.494,179.332,7.8,FIJI,,FIJI ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-18.494, 179.332"
Tsunami,2018,09,28,"-0.178, 119.84",-0.178,119.84,7.5,INDONESIA,,INDONESIA:  SULAWESI,4340,Very Many (~1001 or more deaths),667,Many (~101 to 1000 deaths),10679,Very Many (~1001 or more deaths),1500,EXTREME (~$25 million or more),3673,Very Many (~1001 or more houses),39191,Very Many (~1001 or more houses),4340,Very Many (~1001 or more deaths),667,Many (~101 to 1000 deaths),10679,Very Many (~1001 or more deaths),1500.000,EXTREME (~$25 million or more),3673,Very Many (~1001 or more houses),39191,Very Many (~1001 or more houses),"-0.178, 119.84"
,2018,11,30,"61.34, -149.937",61.34,-149.937,7,USA,AK,ALASKA:  ANCHORAGE,,,,,117,Many (~101 to 1000 deaths),150,EXTREME (~$25 million or more),2,Few (~1 to 50 houses),1650,Very Many (~1001 or more houses),,,,,117,Many (~101 to 1000 deaths),150.000,EXTREME (~$25 million or more),2,Few (~1 to 50 houses),1650,Very Many (~1001 or more houses),"61.34, -149.937"
Tsunami,2018,12,05,"-21.969, 169.446",-21.969,169.446,7.5,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,,,,,,,,,,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),"-21.969, 169.446"
,2019,02,22,"-2.199, -77.023",-2.199,-77.023,7.5,ECUADOR,,"ECUADOR: AZUAY, MANABI, MORONA SANT.; PERU",1,Few (~1 to 50 deaths),,,9,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),5,Few (~1 to 50 houses),75,Few (~1 to 50 houses),1,Few (~1 to 50 deaths),,,9,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),5,Few (~1 to 50 houses),75,Few (~1 to 50 houses),"-2.199, -77.023"
,2019,03,01,"-14.684, -70.127",-14.684,-70.127,7,PERU,,PERU:  AREQUIPA,1,Few (~1 to 50 deaths),,,1,Few (~1 to 50 deaths),,,,,,,1,Few (~1 to 50 deaths),,,1,Few (~1 to 50 deaths),,,,,,,"-14.684, -70.127"
,2019,05,06,"-6.977, 146.44",-6.977,146.44,7.2,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  MOROBE: WAMPAR,,,,,,,,MODERATE (~$1 to $5 million),130,Many (~101 to 1000 houses),,,,,,,,,,MODERATE (~$1 to $5 million),130,Many (~101 to 1000 houses),,,"-6.977, 146.44"
Tsunami,2019,05,14,"-4.051, 152.597",-4.051,152.597,7.6,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  RABAUL, DUKE OF YORK IS",,,,,,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,Few (~1 to 50 houses),,,,,,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,Few (~1 to 50 houses),"-4.051, 152.597"
,2019,05,26,"-5.796, -75.298",-5.796,-75.298,8,PERU,,"PERU:  LA LIBERTAD, CAJAMARCA; ECUADOR",2,Few (~1 to 50 deaths),,,30,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,Many (~101 to 1000 houses),2,Few (~1 to 50 deaths),,,30,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,Many (~101 to 1000 houses),"-5.796, -75.298"
Tsunami,2019,06,15,"-30.805, -178.095",-30.805,-178.095,7.2,NEW ZEALAND,,"KERMADEC ISLANDS:  S OF, RAOUL",,,,,,,,,,,,,,,,,,,,,,,,,"-30.805, -178.095"
,2019,07,06,"35.766, -117.605",35.766,-117.605,7.1,USA,CA,CALIFORNIA:  RIDGECREST,,,,,,Few (~1 to 50 deaths),5300,EXTREME (~$25 million or more),101,Many (~101 to 1000 houses),287,Many (~101 to 1000 houses),,,,,,Few (~1 to 50 deaths),5300.000,EXTREME (~$25 million or more),101,Many (~101 to 1000 houses),287,Many (~101 to 1000 houses),"35.766, -117.605"
,2019,07,14,"-0.529, 128.093",-0.529,128.093,7.3,INDONESIA,,INDONESIA:  MOLUCCA ISLANDS:  N,8,Few (~1 to 50 deaths),,,134,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),1176,Very Many (~1001 or more houses),1158,Very Many (~1001 or more houses),8,Few (~1 to 50 deaths),,,134,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),1176,Very Many (~1001 or more houses),1158,Very Many (~1001 or more houses),"-0.529, 128.093"
Tsunami,2019,11,14,"1.6, 126.416",1.6,126.416,7.1,INDONESIA,,INDONESIA:  MOLUCCA ISLANDS:  N,1,Few (~1 to 50 deaths),,,3,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,36,Few (~1 to 50 houses),1,Few (~1 to 50 deaths),,,3,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,36,Few (~1 to 50 houses),"1.6, 126.416"
Tsunami,2020,01,28,"19.44, -78.755",19.44,-78.755,7.7,CUBA,,CUBA: GRANMA;  CAYMAN IS;  JAMAICA,,,,,,,,MODERATE (~$1 to $5 million),1,Few (~1 to 50 houses),,Many (~101 to 1000 houses),,,,,,,,MODERATE (~$1 to $5 million),1,Few (~1 to 50 houses),,Many (~101 to 1000 houses),"19.44, -78.755"
Tsunami,2020,03,25,"48.986, 157.693",48.986,157.693,7.5,RUSSIA,,RUSSIA:  KURIL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"48.986, 157.693"
Tsunami,2020,06,18,"-33.294, -177.838",-33.294,-177.838,7.4,NEW ZEALAND,,"KERMADEC ISLANDS:  S OF, RAOUL",,,,,,,,,,,,,,,,,,,,,,,,,"-33.294, -177.838"
Tsunami,2020,06,23,"16.029, -95.901",16.029,-95.901,7.4,MEXICO,,MEXICO: OAXACA,10,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,EXTREME (~$25 million or more),,,8123,Very Many (~1001 or more houses),10,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,EXTREME (~$25 million or more),,,8123,Very Many (~1001 or more houses),"16.029, -95.901"
,2020,07,17,"-7.843, 147.766",-7.843,147.766,7,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  MOROBE, ORO",,,,,1,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,12,Few (~1 to 50 houses),1,Few (~1 to 50 deaths),,,1,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,12,Few (~1 to 50 houses),"-7.843, 147.766"
Tsunami,2020,07,22,"55.03, -158.522",55.03,-158.522,7.8,USA,AK,ALASKA,,,,,,,,,,,,,,,,,,,,,,,,,"55.03, -158.522"
